name,lat,lng,municipality,ngbe_type,ngbe_code,source,date,arcgis_objectid
Congarna,43.155884,-4.660889,CAMALEÑO,NGBE,2.1.9,,,6273
Coo,43.275085,-4.106079,CORRALES DE BUELNA (LOS),NGBE,2.1.4,,,13451
Corada,42.808900,-3.966005,VALDERREDIBLE,Autonómico,2.1.6,,,316348
Corconte,43.040396,-3.893641,CAMPOO DE YUSO,NGBE,2.1.4,,,13452
Cornoció,43.424003,-3.536298,ESCALANTE,NGBE,2.1.9,,,6295
Coroneles,42.823731,-4.077210,VALDERREDIBLE,NGBE,2.1.4,,,13453
Corral,43.304133,-4.099340,CARTES,NGBE,2.1.9,https://pares.cultura.gob.es/catastro/servlets/ServletController?accion=4&opcionV=3&orden=0&loc=12123&pageNum=1,1749-1753,6304
Correpoco,43.169128,-4.274108,TOJOS (LOS),NGBE,2.1.4,,,13454
Correpoco,43.169128,-4.274108,TOJOS (LOS),NGBE,2.1.3,,,14086
Cortiguera,43.409301,-4.038819,SUANCES,NGBE,2.1.4,,,13456
Corvera,43.266113,-3.947022,CORVERA DE TORANZO,NGBE,2.1.4,,,13457
Corvera,43.284427,-3.645625,ARREDONDO,Autonómico,2.1.6,,,173093
Cos,43.289917,-4.224914,MAZCUERRAS,NGBE,2.1.4,,,13458
Cosgaya,43.109131,-4.727111,CAMALEÑO,NGBE,2.1.4,,,13459
Cosío,43.233521,-4.400086,RIONANSA,NGBE,2.1.4,,,13460
Coterillo,43.331726,-3.434874,AMPUERO,NGBE,2.1.9,,,1481
Cotillo,43.202270,-4.004822,ANIEVAS,NGBE,2.1.9,,,1497
Cotillo,43.202270,-4.004822,ANIEVAS,NGBE,2.1.3,,,14098
Cotillos,43.090271,-4.457275,POLACIONES,NGBE,2.1.4,https://pares.cultura.gob.es/catastro/servlets/ServletController?accion=4&opcionV=3&orden=0&loc=10698&pageNum=1,1749-1753,13461
Coz de Monte,43.382079,-3.476681,BÁRCENA DE CICERO,NGBE,2.1.6,,,1508
Cubas,43.424497,-3.708492,RIBAMONTÁN AL MONTE,NGBE,2.1.4,,,13462
Cubillas,43.270245,-3.448572,RAMALES DE LA VICTORIA,NGBE,2.1.6,,,1519
Cubillo de Ebro,42.808899,-4.032105,VALDERREDIBLE,NGBE,2.1.4,,,13463
Cucayo,43.055761,-4.637088,VEGA DE LIÉBANA,NGBE,2.1.6,,,6459
Cuchía,43.438720,-4.017029,MIENGO,NGBE,2.1.4,,,13464
Cudón,43.415445,-4.012724,MIENGO,NGBE,2.1.4,,,13465
Cuena,42.856507,-4.210510,VALDEOLEA,NGBE,2.1.4,,,13466
Cueto,43.483520,-3.806213,SANTANDER,NGBE,2.1.9,,,6531
Cueva,43.066101,-4.495483,PESAGUERO,NGBE,2.1.4,,,13467
Dobares,43.093689,-4.687988,VEGA DE LIÉBANA,NGBE,2.1.6,,,6629
Dobarganes,43.102905,-4.692016,VEGA DE LIÉBANA,NGBE,2.1.4,,,13468
Dobres,43.062317,-4.641784,VEGA DE LIÉBANA,NGBE,2.1.4,,,13469
Duález,43.363606,-4.059678,TORRELAVEGA,NGBE,2.1.9,,,1603
Dueso,43.458129,-3.455499,SANTOÑA,NGBE,2.1.9,,,6637
Duña,43.335693,-4.217407,CABEZÓN DE LA SAL,NGBE,2.1.9,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=Du%C3%B1a&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,6641
El Alvareo,43.433287,-3.556696,ESCALANTE,NGBE,2.1.9,,,6679
El Ansar,43.315918,-4.301392,VALDÁLIGA,NGBE,2.1.6,,,1610
El Arroyo,43.091342,-4.700882,VEGA DE LIÉBANA,NGBE,2.1.6,,,1613
El Arroyo,43.404297,-4.128113,SANTILLANA DEL MAR,NGBE,2.1.6,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=El%20Arroyo&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,6704
El Astillero,43.400316,-3.819159,ASTILLERO (EL),NGBE,2.1.9,,,1615
El Astillero,43.400316,-3.819159,ASTILLERO (EL),NGBE,2.1.3,,,14117
El Avellanal,43.280088,-3.662535,ARREDONDO,NGBE,2.1.9,,,1616
El Bao,43.411641,-3.491608,BÁRCENA DE CICERO,NGBE,2.1.6,,,1618
El Barcenal,43.341675,-4.387085,SAN VICENTE DE LA BARQUERA,NGBE,2.1.9,,,6719
El Bosque,43.393309,-3.717709,ENTRAMBASAGUAS,NGBE,2.1.9,,,1630
El Callejo,43.400085,-3.438900,LAREDO,NGBE,2.1.9,https://pares.cultura.gob.es/catastro/servlets/ServletController?accion=4&opcionV=3&orden=0&loc=2260&pageNum=1,1749-1753,6791
El Camino,43.353515,-3.417784,AMPUERO,NGBE,2.1.9,,,1644
El Campo,43.264282,-3.268923,VALLE DE VILLAVERDE,NGBE,2.1.9,,,1649
El Cerro,43.297485,-3.432310,RASINES,NGBE,2.1.9,,,6901
El Cocejón,43.087972,-3.864372,LUENA,NGBE,2.1.9,,,4014
El Collado,43.331999,-4.492439,HERRERÍAS,NGBE,2.1.6,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=El%20Collado&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,1670
El Condado,43.345091,-3.791014,LIÉRGANES,NGBE,2.1.6,,,1672
El Cristo,43.412108,-3.512691,BÁRCENA DE CICERO,NGBE,2.1.6,,,1692
El Escobal,43.382410,-3.539882,Varios o fuera de Cantabria,NGBE,2.1.6,,,7064
El Haya,42.908509,-4.156494,VALDEOLEA,NGBE,2.1.9,,,7103
El Llano,43.350271,-3.339819,GURIEZO,NGBE,2.1.9,,,1740
El Llano,43.334106,-4.241699,UDÍAS,NGBE,2.1.9,https://pares.cultura.gob.es/catastro/servlets/ServletController?accion=4&opcionV=3&orden=0&loc=14085&pageNum=1,1749-1753,7170
El Manzanal,43.421896,-3.505764,BÁRCENA DE CICERO,NGBE,2.1.6,,,1743
El Mazo,43.254272,-3.486875,RAMALES DE LA VICTORIA,NGBE,2.1.6,,,1746
El Mazo,43.321274,-4.339179,VALDÁLIGA,NGBE,2.1.6,https://pares.cultura.gob.es/catastro/servlets/ServletController?accion=4&opcionV=3&orden=0&loc=9027&pageNum=1,1749-1753,7195
El Mercadillo,43.342644,-3.744551,LIÉRGANES,NGBE,2.1.6,,,7198
El Molino,43.280132,-3.632062,ARREDONDO,Autonómico,2.1.6,,,173515
El Perujo,43.335153,-3.379648,AMPUERO,NGBE,2.1.9,,,1772
El Pico,43.408080,-3.530025,BÁRCENA DE CICERO,NGBE,2.1.6,,,1775
El Prado,43.157469,-3.430296,SOBA,NGBE,2.1.4,,,13470
El Puente,43.348942,-3.326113,GURIEZO,NGBE,2.1.9,,,1804
El Puente,43.348942,-3.326113,GURIEZO,NGBE,2.1.3,,,14120
El Rellano,43.315610,-3.727394,LIÉRGANES,NGBE,2.1.6,,,1816
El Risco,43.376280,-3.700192,ENTRAMBASAGUAS,NGBE,2.1.6,,,1823
El Rosario,43.115479,-3.841797,SAN PEDRO DEL ROMERAL,NGBE,2.1.6,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=El%20Rosario&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,7465
El Tejo,43.372508,-4.338747,VALDÁLIGA,NGBE,2.1.4,https://pares.cultura.gob.es/catastro/servlets/ServletController?accion=4&opcionV=3&orden=0&loc=10684&pageNum=1,1749-1753,13472
El Tojo,43.159912,-4.284118,TOJOS (LOS),NGBE,2.1.4,,,13473
El Turujal,43.317021,-4.277332,VALDÁLIGA,NGBE,2.1.6,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=El%20Turujal&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,1843
El Valle,43.363892,-4.289795,COMILLAS,NGBE,2.1.4,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=El%20Valle&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,13474
El Vear,43.306491,-4.350418,VALDÁLIGA,NGBE,2.1.6,,,1848
Elechas,43.425901,-3.773374,MARINA DE CUDEYO,NGBE,2.1.4,,,13475
Encimabiá,43.020932,-4.295659,HERMANDAD DE CAMPOO DE SUSO,Autonómico,2.1.6,,,263120
Enterría,43.128962,-4.727835,CAMALEÑO,NGBE,2.1.9,,,4521
Enterrías,43.097717,-4.679626,VEGA DE LIÉBANA,NGBE,2.1.4,,,13476
Entrambasaguas,43.379113,-3.682954,ENTRAMBASAGUAS,NGBE,2.1.9,,,1858
Entrambasaguas,43.009521,-4.280394,HERMANDAD DE CAMPOO DE SUSO,NGBE,2.1.4,,,13477
Entrambasaguas,43.379113,-3.682954,ENTRAMBASAGUAS,NGBE,2.1.3,,,14126
Entrambasmestas,43.166687,-3.895508,LUENA,NGBE,2.1.4,,,13478
Entre las Hazas,43.278479,-3.649018,ARREDONDO,Autonómico,2.1.6,,,173097
Entrepuentes,43.258516,-3.473333,RAMALES DE LA VICTORIA,NGBE,2.1.6,,,7686
Esanos,43.180909,-4.572510,CILLORIGO DE LIÉBANA,NGBE,2.1.9,,,7814
Esanos,43.180909,-4.572510,CILLORIGO DE LIÉBANA,NGBE,2.1.4,,,13479
Escalante,43.437468,-3.514183,ESCALANTE,NGBE,2.1.9,,,1901
Escalante,43.437468,-3.514183,ESCALANTE,NGBE,2.1.3,,,14131
Escobedo,43.401007,-3.905093,CAMARGO,NGBE,2.1.9,,,470
Escobedo,43.401007,-3.905093,CAMARGO,NGBE,2.1.4,,,13480
Escobedo,43.267516,-3.906677,VILLAFUFRE,NGBE,2.1.4,,,14132
Esles,43.281920,-3.803588,SANTA MARÍA DE CAYÓN,NGBE,2.1.4,,,13482
Espinama,43.128479,-4.786376,CAMALEÑO,NGBE,2.1.4,,,13483
Espinilla,43.022076,-4.225922,HERMANDAD DE CAMPOO DE SUSO,NGBE,2.1.4,,,13484
Espinilla,43.022076,-4.225922,HERMANDAD DE CAMPOO DE SUSO,NGBE,2.1.3,,,14136
Espinosa,42.928705,-4.217488,VALDEOLEA,NGBE,2.1.6,,,7836
Espinosa de Bricia,42.872681,-3.862306,VALDERREDIBLE,NGBE,2.1.4,,,13486
Esponzués,43.205688,-3.954712,CORVERA DE TORANZO,NGBE,2.1.4,,,13487
Estián,43.420287,-3.547786,BÁRCENA DE CICERO,NGBE,2.1.6,,,1935
Estrada,43.358094,-4.445801,VAL DE SAN VICENTE,NGBE,2.1.9,https://pares.cultura.gob.es/catastro/servlets/ServletController?accion=4&opcionV=3&orden=0&loc=12039&pageNum=1,1749-1753,7841
Extremera,43.325322,-3.725024,LIÉRGANES,NGBE,2.1.6,,,1938
Fombellida,42.934509,-4.120178,CAMPOO DE ENMEDIO,NGBE,2.1.4,,,13488
Fontecha,43.030884,-4.148986,CAMPOO DE ENMEDIO,NGBE,2.1.4,,,13489
Fontibre,43.017700,-4.188476,HERMANDAD DE CAMPOO DE SUSO,NGBE,2.1.4,,,13490
Frama,43.148614,-4.593519,CABEZÓN DE LIÉBANA,NGBE,2.1.4,,,13491
Francos,43.356079,-3.316284,GURIEZO,NGBE,2.1.9,,,7868
Fresneda,43.180908,-4.297729,CABUÉRNIGA,NGBE,2.1.4,,,13492
Fresnedo,43.189086,-3.473875,SOBA,NGBE,2.1.9,,,7872
Fresnedo,43.363525,-4.160827,ALFOZ DE LLOREDO,NGBE,2.1.6,https://pares.cultura.gob.es/catastro/servlets/ServletController?accion=4&opcionV=3&orden=0&loc=10692&pageNum=1,1749-1753,7873
Fresnedo,43.365478,-3.570797,SOLÓRZANO,NGBE,2.1.4,,,13493
Fresno,43.312317,-3.445311,RASINES,NGBE,2.1.9,,,7874
Fresno del Río,43.017090,-4.143676,CAMPOO DE ENMEDIO,NGBE,2.1.4,,,13494
Fuente Dé,43.144104,-4.812011,CAMALEÑO,NGBE,2.1.9,,,1968
Gajano,43.411924,-3.766111,MARINA DE CUDEYO,NGBE,2.1.4,,,13495
Galizano,43.468504,-3.671198,RIBAMONTÁN AL MAR,NGBE,2.1.4,,,13496
Gama,43.424552,-3.523014,Varios o fuera de Cantabria,NGBE,2.1.9,,,2155
Gama,43.424552,-3.523014,Varios o fuera de Cantabria,NGBE,2.1.4,,,13497
Gama,43.424552,-3.523014,Varios o fuera de Cantabria,NGBE,2.1.3,,,14149
Gancedo,43.346246,-3.783657,LIÉRGANES,NGBE,2.1.6,,,7967
Gandarilla,43.340882,-4.424011,SAN VICENTE DE LA BARQUERA,NGBE,2.1.4,,,13500
Ganzo,43.359680,-4.065796,TORRELAVEGA,NGBE,2.1.9,,,7978
Garzón,43.375121,-3.609188,SOLÓRZANO,NGBE,2.1.9,,,7994
Gerra,43.385925,-4.339905,SAN VICENTE DE LA BARQUERA,NGBE,2.1.4,,,13501
Gismana,43.260925,-4.259888,RUENTE,NGBE,2.1.6,,,2165
Golbardo,43.341583,-4.156221,REOCÍN,NGBE,2.1.4,,,13503
Gornazo,43.412692,-3.985628,MIENGO,NGBE,2.1.4,,,13504
Guardamino,43.261291,-3.444273,RAMALES DE LA VICTORIA,NGBE,2.1.6,,,2182
Guarnizo,43.395278,-3.854815,ASTILLERO (EL),NGBE,2.1.4,,,13506
Güemes,43.455503,-3.635980,BAREYO,NGBE,2.1.4,,,13507
Guzparras,43.184875,-3.859680,VEGA DE PAS,NGBE,2.1.9,,,8027
Hazas,43.394862,-3.378177,LIENDO,NGBE,2.1.9,,,2186
Hazas,43.192688,-3.553587,SOBA,NGBE,2.1.4,,,13509
Hazas,43.394862,-3.378177,LIENDO,NGBE,2.1.3,,,14159
Hazas de Cesto,43.396117,-3.590023,HAZAS DE CESTO,NGBE,2.1.4,,,13510
Helguera,43.156671,-4.036195,MOLLEDO,NGBE,2.1.9,,,8044
Helguera,43.295288,-3.428404,RASINES,NGBE,2.1.9,,,8045
Helguera,43.156671,-4.036195,MOLLEDO,NGBE,2.1.4,,,13511
Helguera,43.348241,-4.099225,REOCÍN,NGBE,2.1.4,,,13512
Helgueras,43.350098,-4.505189,VAL DE SAN VICENTE,NGBE,2.1.9,,,8046
Helguero,43.256897,-3.491575,RAMALES DE LA VICTORIA,NGBE,2.1.6,,,2191
Herada,43.192504,-3.451109,SOBA,NGBE,2.1.4,,,13514
Heras,43.396482,-3.765073,MEDIO CUDEYO,NGBE,2.1.4,,,13515
Hermosa,43.363280,-3.731809,MEDIO CUDEYO,NGBE,2.1.4,,,13516
Herrán,43.381714,-4.110290,SANTILLANA DEL MAR,NGBE,2.1.9,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=Herr%C3%A1n&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,8050
Herrera,43.424315,-3.863587,CAMARGO,NGBE,2.1.4,,,13517
Herrera de Ibio,43.299927,-4.179321,MAZCUERRAS,NGBE,2.1.9,,,8051
Hijas,43.276422,-3.980824,PUENTE VIESGO,NGBE,2.1.4,,,13518
Hijedo,42.822584,-4.015053,Varios o fuera de Cantabria,Autonómico,2.1.6,,,316336
Hinojedo,43.396728,-4.049317,SUANCES,NGBE,2.1.4,,,13519
Hormiguera,42.874512,-4.130798,VALDEPRADO DEL RÍO,NGBE,2.1.4,,,13520
Horna de Ebro,42.979309,-4.092712,CAMPOO DE ENMEDIO,NGBE,2.1.4,,,13521
Hornedillo,43.152652,-3.827523,SAN PEDRO DEL ROMERAL,NGBE,2.1.9,,,2202
Hornedo,43.364501,-3.625424,ENTRAMBASAGUAS,NGBE,2.1.9,,,8097
Hortigal,43.358521,-4.424011,SAN VICENTE DE LA BARQUERA,NGBE,2.1.4,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=Hortigal&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,13522
Hoyos,42.940125,-4.149475,VALDEOLEA,NGBE,2.1.4,,,13523
Hoz de Abiada,43.018677,-4.281920,HERMANDAD DE CAMPOO DE SUSO,NGBE,2.1.6,,,2225
Hoz de Abiada,43.018677,-4.281920,HERMANDAD DE CAMPOO DE SUSO,NGBE,2.1.4,,,13545
Hoz de Anero,43.406923,-3.663373,RIBAMONTÁN AL MONTE,NGBE,2.1.4,,,13524
Hoz de Anero,43.406923,-3.663373,RIBAMONTÁN AL MONTE,NGBE,2.1.3,,,14177
Hoz de Marrón,43.341125,-3.441282,AMPUERO,NGBE,2.1.4,,,13526
Hoznayo,43.389525,-3.700375,ENTRAMBASAGUAS,NGBE,2.1.9,,,8177
Hualle,43.315949,-4.294526,VALDÁLIGA,NGBE,2.1.6,,,187
Ibio,43.312500,-4.177002,MAZCUERRAS,NGBE,2.1.4,https://pares.cultura.gob.es/catastro/servlets/ServletController?accion=4&opcionV=3&orden=0&loc=10633&pageNum=1,1749-1753,13527
Igollo,43.432730,-3.883553,CAMARGO,NGBE,2.1.4,,,13528
Incedo,43.214477,-3.479001,SOBA,NGBE,2.1.4,,,13529
Irías,43.279296,-3.710509,MIERA,NGBE,2.1.9,,,491
Iruz,43.267883,-3.935120,SANTIURDE DE TORANZO,NGBE,2.1.4,,,13530
Iseca Nueva,43.383301,-3.370115,LIENDO,NGBE,2.1.9,,,2280
Iseca Vieja,43.402710,-3.371701,LIENDO,NGBE,2.1.9,,,8274
Isequilla,43.402100,-3.361203,LIENDO,NGBE,2.1.9,,,8276
Isla,43.493712,-3.568596,ARNUERO,NGBE,2.1.4,,,13531
Isla Playa,43.496886,-3.541801,ARNUERO,NGBE,2.1.9,,,8285
Islares,43.404297,-3.299985,CASTRO-URDIALES,NGBE,2.1.4,,,13532
Izara,42.977295,-4.188781,HERMANDAD DE CAMPOO DE SUSO,NGBE,2.1.4,,,13533
Jaín,43.269714,-4.050476,SAN FELICES DE BUELNA,NGBE,2.1.9,,,8296
La Abadilla,43.314879,-3.855286,SANTA MARÍA DE CAYÓN,NGBE,2.1.4,,,13535
La Acebosa,43.366272,-4.409485,SAN VICENTE DE LA BARQUERA,NGBE,2.1.4,,,13537
La Aguilera,42.964111,-4.046509,ROZAS DE VALDEARROYO (LAS),NGBE,2.1.4,,,13538
La Altura,43.226074,-3.271914,VALLE DE VILLAVERDE,NGBE,2.1.9,,,8374
La Aparecida,43.326294,-3.452391,AMPUERO,NGBE,2.1.9,,,8376
La Arenosa,43.405700,-3.416378,LAREDO,NGBE,2.1.9,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=La%20Arenosa&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,2308
La Bárcena,43.342712,-3.406615,AMPUERO,NGBE,2.1.9,,,2312
La Bárcena,43.285632,-4.041631,SAN FELICES DE BUELNA,NGBE,2.1.9,,,2313
La Barquera,43.341682,-4.072353,CARTES,NGBE,2.1.9,,,2316
La Bodega,43.411173,-3.506907,BÁRCENA DE CICERO,NGBE,2.1.6,,,8432
La Busta,43.348936,-4.177109,ALFOZ DE LLOREDO,NGBE,2.1.4,,,13539
La Cabañía,42.997131,-4.268498,HERMANDAD DE CAMPOO DE SUSO,Autonómico,2.1.6,,,316339
La Cantera,43.352112,-4.360596,VALDÁLIGA,NGBE,2.1.6,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=La%20Cantera&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,8537
La Cantolla,43.294921,-3.707701,MIERA,NGBE,2.1.9,,,8541
La Capitana,43.255920,-3.264223,VALLE DE VILLAVERDE,NGBE,2.1.9,,,2348
La Cárcoba,43.275585,-3.712217,MIERA,NGBE,2.1.9,,,2350
La Cárcoba,43.275585,-3.712217,MIERA,NGBE,2.1.3,,,14191
La Casuca,43.364169,-3.408461,LIMPIAS,Autonómico,2.1.6,,,39636
La Cavada,43.346966,-3.700383,RIOTUERTO,NGBE,2.1.9,,,2360
La Cavada,43.346966,-3.700383,RIOTUERTO,NGBE,2.1.3,,,14193
La Cocina,43.318837,-4.352207,VALDÁLIGA,NGBE,2.1.6,,,8607
La Collada,43.340365,-3.628019,Varios o fuera de Cantabria,NGBE,2.1.9,,,2372
La Concha,43.208162,-3.702428,SAN ROQUE DE RIOMIERA,NGBE,2.1.6,https://pares.cultura.gob.es/catastro/servlets/ServletController?accion=4&opcionV=3&orden=0&loc=10650&pageNum=1,1749-1753,2373
La Concha,43.208162,-3.702428,SAN ROQUE DE RIOMIERA,NGBE,2.1.9,https://pares.cultura.gob.es/catastro/servlets/ServletController?accion=4&opcionV=3&orden=0&loc=10650&pageNum=1,1749-1753,2376
La Concha,43.309082,-4.357727,VALDÁLIGA,NGBE,2.1.6,,,8620
La Concha,43.373106,-3.851196,VILLAESCUSA,NGBE,2.1.4,,,13540
La Concha,43.373106,-3.851196,VILLAESCUSA,NGBE,2.1.3,,,14195
La Corra,43.349914,-3.334106,GURIEZO,NGBE,2.1.9,,,2378
La Costana,43.016663,-4.004180,CAMPOO DE YUSO,NGBE,2.1.4,,,13542
La Costana,43.016663,-4.004180,CAMPOO DE YUSO,NGBE,2.1.3,,,14196
La Costera,43.343547,-3.745758,LIÉRGANES,NGBE,2.1.6,,,2380
La Cotera,43.273316,-4.419983,RIONANSA,NGBE,2.1.9,,,8680
La Cuesta,43.412026,-3.520368,BÁRCENA DE CICERO,NGBE,2.1.6,,,2402
La Cuesta,43.262595,-4.250496,RUENTE,NGBE,2.1.6,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=La%20Cuesta&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,2403
La Cueva,43.315306,-3.902893,CASTAÑEDA,NGBE,2.1.9,,,8758
La Edilla,43.312316,-3.404601,RASINES,NGBE,2.1.9,,,8781
La Encina,43.319518,-3.865784,SANTA MARÍA DE CAYÓN,NGBE,2.1.4,,,13544
La Ermita,43.411565,-3.488023,BÁRCENA DE CICERO,NGBE,2.1.6,,,2421
La Escallada,43.415398,-3.549418,BÁRCENA DE CICERO,NGBE,2.1.6,,,2422
La Estación,43.282104,-3.438902,RAMALES DE LA VICTORIA,NGBE,2.1.6,,,8813
La Fragua,43.411091,-3.493625,BÁRCENA DE CICERO,NGBE,2.1.6,,,8829
La Frecha,43.151738,-4.676214,CAMALEÑO,NGBE,2.1.9,,,8832
La Ganceda,43.313385,-4.359020,VALDÁLIGA,NGBE,2.1.6,,,2432
La Gándara,43.195312,-3.565978,SOBA,NGBE,2.1.6,,,8855
La Garma,43.151672,-3.897827,LUENA,NGBE,2.1.9,,,2437
La Gurueba,43.169495,-3.839722,VEGA DE PAS,NGBE,2.1.9,,,8896
La Hayuela,43.336121,-4.267395,UDÍAS,NGBE,2.1.9,,,8901
La Hermida,43.254883,-4.615113,PEÑARRUBIA,NGBE,2.1.9,https://pares.cultura.gob.es/catastro/servlets/ServletController?accion=4&opcionV=3&orden=0&loc=12142&pageNum=1,1749-1753,8913
La Herrán,43.356518,-3.784242,LIÉRGANES,NGBE,2.1.6,,,2455
La Herrería,43.282898,-4.439881,RIONANSA,NGBE,2.1.9,,,2459
La Herrería,43.309509,-4.293518,VALDÁLIGA,NGBE,2.1.6,,,8919
La Hoya,43.357117,-4.361878,VALDÁLIGA,NGBE,2.1.6,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=La%20Hoya&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,8943
La Iglesia,43.417113,-3.549312,BÁRCENA DE CICERO,NGBE,2.1.6,,,2474
La Iglesia,43.280273,-3.652708,ARREDONDO,NGBE,2.1.9,,,2475
La Iglesia,43.420897,-3.516414,BÁRCENA DE CICERO,NGBE,2.1.6,,,2476
La Iglesia,43.256445,-3.263243,VALLE DE VILLAVERDE,NGBE,2.1.9,,,8955
La Laguna,43.114753,-4.406945,POLACIONES,NGBE,2.1.9,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=La%20Laguna&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,8985
La Lastra,43.150513,-4.380981,TUDANCA,NGBE,2.1.4,,,13546
La Loma,42.937590,-4.204552,VALDEOLEA,NGBE,2.1.4,,,13547
La Lomba,43.010681,-4.286010,HERMANDAD DE CAMPOO DE SUSO,NGBE,2.1.9,,,9063
La Magdalena,43.353698,-3.335510,GURIEZO,NGBE,2.1.9,,,9074
La Mata,43.329407,-4.371145,VALDÁLIGA,NGBE,2.1.6,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=La%20Mata&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,9101
La Matanza,43.244793,-3.261246,VALLE DE VILLAVERDE,NGBE,2.1.9,,,2517
La Matanza,43.244793,-3.261246,VALLE DE VILLAVERDE,NGBE,2.1.3,,,14201
La Maza,43.394897,-3.477291,BÁRCENA DE CICERO,NGBE,2.1.6,https://pares.cultura.gob.es/catastro/servlets/ServletController?accion=4&opcionV=3&orden=0&loc=10778&pageNum=1,1749-1753,2521
La Miña,43.015696,-4.163842,HERMANDAD DE CAMPOO DE SUSO,NGBE,2.1.4,,,13549
La Molina,43.319885,-4.312195,VALDÁLIGA,NGBE,2.1.6,,,9164
La Molina,43.156128,-4.636475,CAMALEÑO,NGBE,2.1.9,,,9165
La Montaña,43.323730,-4.016297,TORRELAVEGA,NGBE,2.1.9,,,9167
La Parada,43.167959,-3.899552,LUENA,NGBE,2.1.9,,,2547
