name,lat,lng,municipality,ngbe_type,ngbe_code,source,date,arcgis_objectid
La Pared,43.238709,-3.449294,RAMALES DE LA VICTORIA,NGBE,2.1.6,,,2548
La Pedrosa,43.231884,-3.703089,SAN ROQUE DE RIOMIERA,NGBE,2.1.9,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=La%20Pedrosa&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,2558
La Peña,43.392272,-3.468808,BÁRCENA DE CICERO,NGBE,2.1.6,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=La%20Pe%C3%B1a&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,2567
La Peñía,43.348196,-4.351624,VALDÁLIGA,NGBE,2.1.6,,,2569
La Penilla,43.319518,-3.882507,SANTA MARÍA DE CAYÓN,NGBE,2.1.4,,,13550
La Peredilla,43.120993,-3.828888,SAN PEDRO DEL ROMERAL,NGBE,2.1.9,https://pares.cultura.gob.es/catastro/servlets/ServletController?accion=4&opcionV=3&orden=0&loc=2615&pageNum=1,1749-1753,2573
La Pesquera,43.403023,-3.429662,LAREDO,NGBE,2.1.9,https://pares.cultura.gob.es/catastro/servlets/ServletController?accion=4&opcionV=3&orden=0&loc=14136&pageNum=1,1749-1753,2576
La Plaza,43.317629,-4.313137,VALDÁLIGA,NGBE,2.1.6,,,2581
La Población,43.030119,-3.945785,CAMPOO DE YUSO,NGBE,2.1.4,,,13551
La Población,42.986655,-4.237587,HERMANDAD DE CAMPOO DE SUSO,NGBE,2.1.4,,,13552
La Portilla,43.387329,-3.382688,LIENDO,NGBE,2.1.9,,,9276
La Prá,43.030992,-4.324776,HERMANDAD DE CAMPOO DE SUSO,Autonómico,2.1.6,,,316341
La Puente,43.313353,-4.356741,VALDÁLIGA,NGBE,2.1.6,,,2596
La Puente,43.098868,-3.899205,LUENA,NGBE,2.1.9,,,9312
La Puente del Valle,42.795289,-3.984499,VALDERREDIBLE,NGBE,2.1.4,,,13553
La Quieva,43.317410,-3.752898,LIÉRGANES,NGBE,2.1.6,,,2597
La Quieva,43.310571,-3.755106,LIÉRGANES,NGBE,2.1.6,,,9323
La Quintana,43.279480,-3.437332,RAMALES DE LA VICTORIA,NGBE,2.1.6,,,2602
La Quintana,42.882396,-4.208844,VALDEOLEA,NGBE,2.1.6,,,3428
La Quintana,43.243076,-4.637021,CILLORIGO DE LIÉBANA,NGBE,2.1.6,,,9330
La Quintana,42.882401,-4.208849,VALDEOLEA,NGBE,2.1.9,,,9333
La Quintana,43.279480,-3.437332,RAMALES DE LA VICTORIA,NGBE,2.1.4,,,13554
La Rabia,43.379077,-4.314189,COMILLAS,NGBE,2.1.9,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=La%20Rabia&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,9335
La Rañada,43.337889,-3.744383,LIÉRGANES,NGBE,2.1.6,,,2603
La Revilla,43.378906,-4.362976,SAN VICENTE DE LA BARQUERA,NGBE,2.1.4,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=La%20Revilla&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,13555
La Revilla,43.201285,-3.488866,SOBA,NGBE,2.1.4,,,13556
La Revilla,42.929779,-4.188170,VALDEOLEA,Autonómico,2.1.6,,,289307
La Ría,43.292908,-4.307190,VALDÁLIGA,NGBE,2.1.6,,,2617
La Ría,43.381104,-4.318298,VALDÁLIGA,NGBE,2.1.6,,,2618
La Riva,43.015930,-3.965821,CAMPOO DE YUSO,NGBE,2.1.4,,,13557
La Roza,43.277099,-3.632627,ARREDONDO,NGBE,2.1.9,,,2625
La Serna,43.172119,-4.044006,ARENAS DE IGUÑA,NGBE,2.1.4,,,13558
La Serna,42.880677,-3.949098,VALDERREDIBLE,NGBE,2.1.4,,,13829
La Sierra,43.317078,-4.300293,VALDÁLIGA,NGBE,2.1.6,,,2634
La Sierra,43.388122,-3.474789,BÁRCENA DE CICERO,NGBE,2.1.6,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=La%20Sierra&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,2635
La Sorrozuela,43.507322,-3.582511,BAREYO,NGBE,2.1.6,,,9496
La Sota,43.121137,-3.847106,SAN PEDRO DEL ROMERAL,NGBE,2.1.9,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=La%20Sota&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,2640
La Tejera,43.391478,-3.561275,BÁRCENA DE CICERO,NGBE,2.1.6,,,9557
La Toba,43.260314,-3.719603,MIERA,NGBE,2.1.9,,,2655
La Vega,43.334471,-3.744322,LIÉRGANES,NGBE,2.1.6,,,2675
La Vega,43.312651,-3.601406,RUESGA,NGBE,2.1.6,,,9618
La Vega,43.303894,-3.401977,RASINES,NGBE,2.1.9,,,9628
La Vega,43.295470,-3.700682,MIERA,NGBE,2.1.9,,,9629
La Vega,43.314381,-4.355652,VALDÁLIGA,NGBE,2.1.6,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=La%20Vega&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,9630
La Vega,43.099505,-4.647237,VEGA DE LIÉBANA,NGBE,2.1.4,,,13559
La Vega,43.099505,-4.647237,VEGA DE LIÉBANA,NGBE,2.1.3,,,14210
La Vega de Liébana,43.099505,-4.647237,VEGA DE LIÉBANA,Histórico,2.1.9,,,322680
La Veguilla,43.245524,-3.607069,ARREDONDO,NGBE,2.1.6,,,2677
La Veguilla,43.359065,-4.100024,REOCÍN,NGBE,2.1.4,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=La%20Veguilla&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,13561
La Venta,43.354736,-4.354106,VALDÁLIGA,NGBE,2.1.6,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=La%20Venta&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,9648
La Venta Fresnedo,43.278504,-4.484009,Varios o fuera de Cantabria,NGBE,2.1.9,,,2684
La Venta Fresnedo,43.278504,-4.484009,Varios o fuera de Cantabria,NGBE,2.1.6,,,13147
La Ventona,43.145691,-3.899292,LUENA,NGBE,2.1.9,,,9653
La Vía,43.414489,-3.482906,BÁRCENA DE CICERO,NGBE,2.1.6,,,9659
La Virgen,43.329712,-4.247986,UDÍAS,NGBE,2.1.9,,,9668
Labarces,43.325684,-4.393189,VALDÁLIGA,NGBE,2.1.4,,,13562
Lafuente,43.254273,-4.510010,LAMASÓN,NGBE,2.1.9,https://pares.cultura.gob.es/catastro/servlets/ServletController?accion=4&opcionV=3&orden=0&loc=12136&pageNum=1,1749-1753,9697
Laguillos,42.923204,-4.014201,VALDEPRADO DEL RÍO,NGBE,2.1.9,,,4110
Laiseca,43.237304,-3.268496,VALLE DE VILLAVERDE,NGBE,2.1.9,,,9710
Lamadrid,43.415006,-3.526657,BÁRCENA DE CICERO,NGBE,2.1.6,,,9711
Lamadrid,43.354675,-4.364014,VALDÁLIGA,NGBE,2.1.4,https://pares.cultura.gob.es/catastro/servlets/ServletController?accion=4&opcionV=3&orden=0&loc=10680&pageNum=1,1749-1753,13563
Lamedo,43.108887,-4.495789,CABEZÓN DE LIÉBANA,NGBE,2.1.4,,,13564
Lamiña,43.233520,-4.281677,RUENTE,NGBE,2.1.9,,,9714
Lanchares,43.040528,-3.971619,CAMPOO DE YUSO,NGBE,2.1.4,,,13565
Landeral,43.335326,-3.331909,GURIEZO,NGBE,2.1.9,,,9717
Lanestosa,43.217952,-3.440003,Varios o fuera de Cantabria,Autonómico,2.1.4,,,118649
Langre,43.472898,-3.702693,RIBAMONTÁN AL MAR,NGBE,2.1.4,,,13566
Lantueno,43.049927,-4.082214,SANTIURDE DE REINOSA,NGBE,2.1.4,,,13567
Laredo,43.409846,-3.414340,LAREDO,NGBE,2.1.9,,,2698
Laredo,43.409846,-3.414340,LAREDO,NGBE,2.1.3,,,14220
Larteme,43.365655,-4.331334,VALDÁLIGA,NGBE,2.1.6,,,9726
Las Arenas,43.351985,-4.364717,VALDÁLIGA,NGBE,2.1.6,https://pares.cultura.gob.es/catastro/servlets/ServletController?accion=4&opcionV=3&orden=0&loc=12080&pageNum=1,1749-1753,2701
Las Bárcenas,43.278687,-4.427308,RIONANSA,NGBE,2.1.9,,,2704
Las Caldas de Besaya,43.298279,-4.072998,SAN FELICES DE BUELNA,NGBE,2.1.6,,,956
Las Caldas del Besaya,43.298523,-4.074707,CORRALES DE BUELNA (LOS),NGBE,2.1.9,,,4112
Las Calgueras,43.094648,-4.115464,SANTIURDE DE REINOSA,Autonómico,2.1.6,,,316333
Las Cárcobas,43.406676,-3.401834,LAREDO,NGBE,2.1.9,,,2713
Las Casas Nuevas,43.285018,-4.298578,VALDÁLIGA,NGBE,2.1.6,,,2715
Las Casillas,43.404297,-3.421200,LAREDO,NGBE,2.1.9,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=Las%20Casillas&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,9802
Las Entradas,43.343269,-3.382790,AMPUERO,NGBE,2.1.9,,,473
Las Fraguas,43.195312,-4.054626,ARENAS DE IGUÑA,NGBE,2.1.4,,,13568
Las Garmillas,43.321907,-3.376110,AMPUERO,NGBE,2.1.9,,,2731
Las Henestrosas de las Quintanillas,42.875489,-4.205505,VALDEOLEA,NGBE,2.1.4,,,13569
Las Ilces,43.114929,-4.768798,CAMALEÑO,NGBE,2.1.9,,,9907
Las Pilas,43.423704,-3.639888,RIBAMONTÁN AL MONTE,NGBE,2.1.4,,,13570
Las Porquerizas,43.312525,-3.768470,LIÉRGANES,NGBE,2.1.6,,,2749
Las Presillas,43.325683,-3.980408,PUENTE VIESGO,NGBE,2.1.4,,,13571
Las Quintanillas,42.891109,-4.204831,VALDEOLEA,NGBE,2.1.4,,,13572
Las Rozas de Valdearroyo,42.973186,-4.029292,ROZAS DE VALDEARROYO (LAS),NGBE,2.1.4,,,13573
Las Rozas de Valdearroyo,42.973186,-4.029292,ROZAS DE VALDEARROYO (LAS),NGBE,2.1.3,,,14226
Lavín,43.185485,-3.559020,SOBA,NGBE,2.1.4,,,13575
Lebeña,43.214905,-4.585816,CILLORIGO DE LIÉBANA,NGBE,2.1.4,,,13576
Ledantes,43.070129,-4.691711,VEGA DE LIÉBANA,NGBE,2.1.4,,,13577
Lendagua,43.367126,-3.324706,GURIEZO,NGBE,2.1.9,,,10112
Lerones,43.096924,-4.560425,PESAGUERO,NGBE,2.1.4,,,13578
Liandres,43.390503,-4.251404,RUILOBA,NGBE,2.1.9,,,10116
Liaño,43.379881,-3.841797,VILLAESCUSA,NGBE,2.1.4,,,13579
Liencres,43.460693,-3.927186,PIÉLAGOS,NGBE,2.1.4,,,13580
Liérganes,43.344973,-3.745706,LIÉRGANES,NGBE,2.1.9,,,2766
Liérganes,43.344973,-3.745706,LIÉRGANES,NGBE,2.1.3,,,14236
Liermo,43.433286,-3.645503,RIBAMONTÁN AL MONTE,NGBE,2.1.4,,,13581
Limpias,43.361389,-3.426895,LIMPIAS,NGBE,2.1.9,,,2767
Limpias,43.361389,-3.426895,LIMPIAS,NGBE,2.1.3,,,14239
Linares,43.253156,-4.584666,PEÑARRUBIA,NGBE,2.1.9,https://pares.cultura.gob.es/catastro/servlets/ServletController?accion=4&opcionV=3&orden=0&loc=10796&pageNum=1,1749-1753,2768
Linares,43.253156,-4.584666,PEÑARRUBIA,NGBE,2.1.3,https://pares.cultura.gob.es/catastro/servlets/ServletController?accion=4&opcionV=3&orden=0&loc=10796&pageNum=1,1749-1753,14240
Linto,43.272094,-3.704710,MIERA,NGBE,2.1.9,,,10137
Llaguno,43.301879,-3.265382,GURIEZO,NGBE,2.1.9,,,2772
Llánez,43.367126,-3.512875,VOTO,NGBE,2.1.4,,,13582
Llano,43.105367,-3.895331,LUENA,NGBE,2.1.9,,,2776
Llano,42.988282,-3.986878,ROZAS DE VALDEARROYO (LAS),NGBE,2.1.9,,,10179
Llano,43.275085,-4.055603,SAN FELICES DE BUELNA,NGBE,2.1.4,,,13583
Llanos,43.324706,-3.798827,PENAGOS,NGBE,2.1.9,,,10196
Llatazos,43.393038,-3.365687,LIENDO,NGBE,2.1.9,,,2779
Llaves,43.135971,-4.730706,CAMALEÑO,NGBE,2.1.9,,,10206
Llayo,43.168468,-4.587901,CILLORIGO DE LIÉBANA,NGBE,2.1.9,,,10207
Llerana,43.261299,-3.808113,SARO,NGBE,2.1.4,,,13584
Lloreda,43.294127,-3.819274,SANTA MARÍA DE CAYÓN,NGBE,2.1.4,,,13585
Lloredo,43.353405,-4.162093,ALFOZ DE LLOREDO,NGBE,2.1.6,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=Lloredo&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,10217
Lobao,43.253906,-4.082092,CORRALES DE BUELNA (LOS),NGBE,2.1.6,,,2783
Loma Somera,42.873108,-4.023621,VALDERREDIBLE,NGBE,2.1.4,,,13586
Lombera,43.318481,-3.404601,RASINES,NGBE,2.1.9,,,10257
Lombraña,43.100466,-4.414201,POLACIONES,NGBE,2.1.9,,,2785
Lombraña,43.100466,-4.414201,POLACIONES,NGBE,2.1.3,,,14248
Lomeña,43.087525,-4.567505,PESAGUERO,NGBE,2.1.4,,,13587
Lon,43.167298,-4.682617,CAMALEÑO,NGBE,2.1.4,,,13588
Loredo,43.461729,-3.718196,RIBAMONTÁN AL MAR,NGBE,2.1.4,,,13589
Los Carrascales,43.031550,-4.304952,HERMANDAD DE CAMPOO DE SUSO,Autonómico,2.1.6,,,316345
Los Casarejos,42.999803,-4.260762,HERMANDAD DE CAMPOO DE SUSO,Autonómico,2.1.6,,,316342
Los Corrales,43.290073,-4.311240,VALDÁLIGA,NGBE,2.1.6,,,2801
Los Corrales de Buelna,43.255591,-4.068402,CORRALES DE BUELNA (LOS),NGBE,2.1.9,,,2802
Los Corrales de Buelna,43.255591,-4.068402,CORRALES DE BUELNA (LOS),NGBE,2.1.3,,,14252
Los Hoyos,43.254699,-3.294008,VALLE DE VILLAVERDE,NGBE,2.1.9,,,2810
Los Llanos,43.137915,-4.712625,CAMALEÑO,NGBE,2.1.9,,,10455
Los Llares,43.184082,-4.104309,ARENAS DE IGUÑA,NGBE,2.1.9,,,10459
Los Pandos,43.103721,-3.908980,LUENA,NGBE,2.1.9,,,10499
Los Picayos,43.281678,-4.471680,RIONANSA,NGBE,2.1.9,,,2830
Los Prados,43.349669,-3.729185,LIÉRGANES,NGBE,2.1.6,,,2836
Los Pumares,43.254485,-4.516201,LAMASÓN,NGBE,2.1.9,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=Los%20Pumares&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,2837
Los Pumares,43.273388,-3.719402,MIERA,NGBE,2.1.9,,,10540
Los Tojos,43.154114,-4.254211,TOJOS (LOS),NGBE,2.1.4,,,13591
Los Valles,43.251888,-3.480734,RAMALES DE LA VICTORIA,NGBE,2.1.6,,,10591
Losvia,43.360264,-4.367980,VALDÁLIGA,NGBE,2.1.6,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=Losvia&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,4503
Luey,43.351075,-4.485413,VAL DE SAN VICENTE,NGBE,2.1.4,,,13592
Lugarejos,43.365722,-3.340209,GURIEZO,NGBE,2.1.9,,,10600
Luriezo,43.154297,-4.538697,CABEZÓN DE LIÉBANA,NGBE,2.1.4,,,13593
Lusa,43.352722,-3.205504,CASTRO-URDIALES,NGBE,2.1.4,,,13594
Luzmela,43.298543,-4.209200,MAZCUERRAS,NGBE,2.1.4,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=Luzmela&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,13595
Luzmela,43.298543,-4.209200,MAZCUERRAS,NGBE,2.1.3,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=Luzmela&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,14260
Madama,43.418203,-3.543043,BÁRCENA DE CICERO,NGBE,2.1.6,,,10601
Malataja,42.927044,-4.000174,VALDEPRADO DEL RÍO,NGBE,2.1.4,,,13662
Maliaño,43.418272,-3.840088,CAMARGO,NGBE,2.1.4,,,13597
Maliaño Alto,43.417906,-3.829589,CAMARGO,NGBE,2.1.6,,,2861
Maliaño Bajo,43.417906,-3.847290,CAMARGO,NGBE,2.1.6,,,2863
Maoño,43.417907,-3.914979,SANTA CRUZ DE BEZANA,NGBE,2.1.4,,,13598
Mar,43.400085,-4.008912,POLANCO,NGBE,2.1.9,,,10641
Maredes,43.134125,-4.661421,VEGA DE LIÉBANA,NGBE,2.1.6,,,2872
Maredes,43.134125,-4.661421,VEGA DE LIÉBANA,NGBE,2.1.5,,,13273
Marrón,43.348510,-3.434690,AMPUERO,NGBE,2.1.9,,,474
Mata,43.279165,-4.030560,SAN FELICES DE BUELNA,NGBE,2.1.9,,,10658
Mata de Hoz,42.933472,-4.219482,VALDEOLEA,NGBE,2.1.4,,,13599
Matamorosa,42.985541,-4.146609,CAMPOO DE ENMEDIO,NGBE,2.1.4,,,13600
Matamorosa,42.985541,-4.146609,CAMPOO DE ENMEDIO,NGBE,2.1.3,,,14267
Mataporquera,42.874840,-4.162154,VALDEOLEA,NGBE,2.1.4,,,13602
Mataporquera,42.874840,-4.162154,VALDEOLEA,NGBE,2.1.3,,,14268
Matarrepudio,42.895081,-4.147094,VALDEOLEA,NGBE,2.1.4,,,13604
Matienzo,43.314697,-3.584592,RUESGA,NGBE,2.1.4,,,13605
Mazandrero,43.003479,-4.271483,HERMANDAD DE CAMPOO DE SUSO,NGBE,2.1.4,,,13606
Mazuecas,43.411315,-3.486690,BÁRCENA DE CICERO,NGBE,2.1.6,,,2888
Meca,43.268310,-4.247375,RUENTE,NGBE,2.1.6,,,2890
Media Concha,43.103270,-4.074492,MOLLEDO,NGBE,2.1.6,,,10713
Mediadoro,42.907715,-4.007081,VALDEPRADO DEL RÍO,NGBE,2.1.9,,,10715
Mendina,43.383911,-3.367002,LIENDO,NGBE,2.1.9,,,2896
Mercadal,43.323730,-4.099976,CARTES,NGBE,2.1.9,,,10725
Merilla,43.252929,-3.730590,SAN ROQUE DE RIOMIERA,NGBE,2.1.9,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=Merilla&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,2899
Merodio,43.319276,-4.540711,Varios o fuera de Cantabria,NGBE,2.1.5,,,188313
Miengo,43.427248,-3.993000,MIENGO,NGBE,2.1.4,,,13607
Miengo,43.427248,-3.993000,MIENGO,NGBE,2.1.3,,,14280
Mieses,43.151917,-4.640076,CAMALEÑO,NGBE,2.1.9,,,10795
Mijares,43.368530,-4.077698,SANTILLANA DEL MAR,NGBE,2.1.4,,,13609
Mijarojos,43.338371,-4.080699,Varios o fuera de Cantabria,NGBE,2.1.9,,,2907
Mioño,43.359924,-3.202391,CASTRO-URDIALES,NGBE,2.1.4,,,13610
Mirones,43.295287,-3.703612,MIERA,NGBE,2.1.9,,,10818
Mogro,43.437642,-3.969932,MIENGO,NGBE,2.1.4,,,13611
Mogrovejo,43.146484,-4.710083,CAMALEÑO,NGBE,2.1.4,,,13612
Mollaneda,43.397907,-3.365421,LIENDO,NGBE,2.1.9,,,10840
Molleda,43.366700,-4.518494,VAL DE SAN VICENTE,NGBE,2.1.9,,,10841
Molledo,43.149446,-4.042003,MOLLEDO,NGBE,2.1.4,,,13613
Molledo,43.149446,-4.042003,MOLLEDO,NGBE,2.1.3,,,14287
Mollinedo,43.223327,-3.267580,VALLE DE VILLAVERDE,NGBE,2.1.9,,,475
Mompía,43.440490,-3.919313,SANTA CRUZ DE BEZANA,NGBE,2.1.4,,,13615
Monasterio,43.259827,-4.264249,RUENTE,NGBE,2.1.6,,,2947
Moncalián,43.400878,-3.550106,BÁRCENA DE CICERO,NGBE,2.1.4,,,13616
Monegro,43.013337,-4.035675,CAMPOO DE YUSO,NGBE,2.1.4,,,13617
Montabliz,43.102478,-4.098083,BÁRCENA DE PIE DE CONCHA,NGBE,2.1.9,,,2948
Monte,43.474119,-3.829284,SANTANDER,NGBE,2.1.9,,,493
Monte,43.328673,-3.656614,RIOTUERTO,NGBE,2.1.9,,,2950
Montecillo,42.774903,-3.975588,VALDERREDIBLE,NGBE,2.1.4,,,13618
Montehano,43.429870,-3.489924,ESCALANTE,NGBE,2.1.9,,,2980
Montes Claros,42.931702,-4.050598,VALDEPRADO DEL RÍO,NGBE,2.1.6,,,10965
Morancas,43.029724,-4.121704,CAMPOO DE ENMEDIO,NGBE,2.1.4,,,13619
Mortera,43.444274,-3.923707,PIÉLAGOS,NGBE,2.1.4,,,13621
Mortesante,43.308288,-3.712095,MIERA,NGBE,2.1.9,,,2989
Movellán,43.320341,-4.345121,VALDÁLIGA,NGBE,2.1.6,,,10997
Muñorrodero,43.364075,-4.484375,VAL DE SAN VICENTE,NGBE,2.1.4,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=Mu%C3%B1orrodero&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,13622
Muriedas,43.423457,-3.855337,CAMARGO,NGBE,2.1.4,,,13623
Muriedas,43.423457,-3.855337,CAMARGO,NGBE,2.1.3,,,14297
Naroba,43.121521,-4.629212,VEGA DE LIÉBANA,NGBE,2.1.6,,,3005
Nates,43.377502,-3.489194,VOTO,NGBE,2.1.4,,,13632
Navajeda,43.365477,-3.698789,ENTRAMBASAGUAS,NGBE,2.1.9,,,11011
Navamuel,42.841675,-4.081299,VALDERREDIBLE,NGBE,2.1.4,,,13633
Naveda,43.015686,-4.244994,HERMANDAD DE CAMPOO DE SUSO,NGBE,2.1.4,,,13634
Navedo,43.252076,-4.578614,PEÑARRUBIA,NGBE,2.1.9,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=Navedo&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,11023
Nestares,42.998108,-4.154479,CAMPOO DE ENMEDIO,NGBE,2.1.4,,,13635
Nocina,43.378113,-3.318724,GURIEZO,NGBE,2.1.9,,,11030
Noja,43.479284,-3.520448,NOJA,NGBE,2.1.9,,,3015
Noja,43.479284,-3.520448,NOJA,NGBE,2.1.3,,,14306
Noval,43.438596,-3.526796,ESCALANTE,NGBE,2.1.9,,,3016
Noval,43.390930,-3.386472,LIENDO,NGBE,2.1.9,,,3017
Novales,43.378762,-4.181596,ALFOZ DE LLOREDO,NGBE,2.1.4,,,13636
Novales,43.378762,-4.181596,ALFOZ DE LLOREDO,NGBE,2.1.3,,,14307
Obargo,43.085694,-4.537415,PESAGUERO,NGBE,2.1.4,,,13638
Obeso,43.255310,-4.421509,RIONANSA,NGBE,2.1.4,,,13639
Obregón,43.344725,-3.866821,VILLAESCUSA,NGBE,2.1.4,,,13640
Ocejo,43.177917,-3.868286,LUENA,NGBE,2.1.9,,,11039
Ocieda,43.033408,-4.162379,HERMANDAD DE CAMPOO DE SUSO,Autonómico,2.1.6,,,316343
Ogarrio,43.287476,-3.539976,RUESGA,NGBE,2.1.4,,,13641
Ojébar,43.291636,-3.390183,RASINES,NGBE,2.1.9,,,11042
Ojedo,43.161072,-4.610901,CILLORIGO DE LIÉBANA,NGBE,2.1.9,,,11044
Olea,42.939831,-4.187711,VALDEOLEA,NGBE,2.1.4,,,13642
Omoño,43.427488,-3.657893,RIBAMONTÁN AL MONTE,NGBE,2.1.4,,,13643
Ongayo,43.092712,-4.694397,VEGA DE LIÉBANA,NGBE,2.1.6,,,11052
Ongayo,43.415935,-4.066164,SUANCES,NGBE,2.1.4,,,13644
Ontaneda,43.199707,-3.925598,CORVERA DE TORANZO,NGBE,2.1.4,,,13645
Ontón,43.351074,-3.171691,CASTRO-URDIALES,NGBE,2.1.4,,,13646
Ontoria,43.309875,-4.213379,CABEZÓN DE LA SAL,NGBE,2.1.4,,,13647
Orejo,43.403806,-3.737461,MARINA DE CUDEYO,NGBE,2.1.4,,,13648
Oreña,43.395918,-4.134485,ALFOZ DE LLOREDO,NGBE,2.1.4,,,13649
Oriñón,43.397278,-3.324216,CASTRO-URDIALES,NGBE,2.1.4,,,13650
Ormas,43.029907,-4.234923,HERMANDAD DE CAMPOO DE SUSO,NGBE,2.1.4,https://pares.cultura.gob.es/catastro/servlets/ServletController?accion=4&opcionV=3&orden=0&loc=14122&pageNum=1,1749-1753,13651
Oruña,43.401488,-3.950318,PIÉLAGOS,NGBE,2.1.4,,,13652
Orzales,43.007507,-4.064026,CAMPOO DE YUSO,NGBE,2.1.4,,,13653
Otañes,43.329284,-3.192505,CASTRO-URDIALES,NGBE,2.1.4,,,13654
Otero,43.307009,-4.481076,HERRERÍAS,NGBE,2.1.6,https://pares.cultura.gob.es/catastro/servlets/ServletController?accion=4&opcionV=3&orden=0&loc=14118&pageNum=1,1749-1753,11079
