name,lat,lng,municipality,ngbe_type,ngbe_code,source,date,arcgis_objectid
Otero,42.828309,-4.030030,VALDERREDIBLE,NGBE,2.1.4,,,13656
Paderne,43.414916,-3.490718,BÁRCENA DE CICERO,NGBE,2.1.6,,,3033
Padiérniga,43.352294,-3.466794,VOTO,NGBE,2.1.4,,,13657
Padruno,43.393512,-4.155894,ALFOZ DE LLOREDO,NGBE,2.1.6,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=Padruno&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,480
Palacio,43.258189,-3.267114,VALLE DE VILLAVERDE,NGBE,2.1.9,,,494
Palacio,43.409086,-3.512664,BÁRCENA DE CICERO,NGBE,2.1.6,,,3042
Palacio,43.189697,-4.067688,ARENAS DE IGUÑA,NGBE,2.1.9,,,11092
Pámanes,43.354937,-3.776833,LIÉRGANES,NGBE,2.1.4,,,13658
Pandillo,43.067505,-3.849610,LUENA,NGBE,2.1.6,,,3037
Pandillo,43.146122,-3.722741,VEGA DE PAS,NGBE,2.1.9,,,11114
Pando,43.378723,-4.261719,RUILOBA,NGBE,2.1.9,,,11124
Pando,43.136291,-4.025208,MOLLEDO,NGBE,2.1.6,,,11125
Pando,43.279906,-3.931214,SANTIURDE DE TORANZO,NGBE,2.1.9,,,11126
Pandoto,43.120300,-3.885682,LUENA,NGBE,2.1.9,,,11130
Paracuelles,43.018677,-4.214599,HERMANDAD DE CAMPOO DE SUSO,NGBE,2.1.4,,,13659
Parbayón,43.374693,-3.890076,PIÉLAGOS,NGBE,2.1.4,,,13660
Pechón,43.390504,-4.489014,VAL DE SAN VICENTE,NGBE,2.1.4,,,13663
Pedredo,43.194885,-4.066284,ARENAS DE IGUÑA,NGBE,2.1.9,,,11159
Pedreña,43.443113,-3.767514,MARINA DE CUDEYO,NGBE,2.1.4,,,13664
Pedreo,43.253479,-4.416809,RIONANSA,NGBE,2.1.9,,,11162
Pedroso,43.227905,-3.842407,VILLACARRIEDO,NGBE,2.1.4,,,13665
Pego,43.389929,-3.660395,RIBAMONTÁN AL MONTE,Autonómico,2.1.6,,,86236
Pejanda,43.107117,-4.429809,POLACIONES,NGBE,2.1.9,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=Pejanda&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,11175
Pembes,43.129517,-4.746520,CAMALEÑO,NGBE,2.1.4,,,13666
Peñacastillo,43.448119,-3.863892,SANTANDER,NGBE,2.1.9,,,11341
Penagos,43.340132,-3.818780,PENAGOS,NGBE,2.1.4,,,13667
Penagos,43.340132,-3.818780,PENAGOS,NGBE,2.1.3,,,14339
Pendes,43.202088,-4.610291,CILLORIGO DE LIÉBANA,NGBE,2.1.4,,,13669
Pendón,43.416075,-3.542903,BÁRCENA DE CICERO,NGBE,2.1.6,,,3077
Penías,43.254516,-4.057678,CORRALES DE BUELNA (LOS),NGBE,2.1.6,,,11179
Penilla,43.060486,-3.867310,LUENA,NGBE,2.1.9,,,11181
Penilla,43.285888,-3.946228,SANTIURDE DE TORANZO,NGBE,2.1.4,,,13670
Penilla,43.258910,-3.863403,VILLAFUFRE,NGBE,2.1.4,,,14342
Perelada,43.393507,-4.151073,ALFOZ DE LLOREDO,NGBE,2.1.6,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=Perelada&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,3148
Periedo,43.328308,-4.183227,CABEZÓN DE LA SAL,NGBE,2.1.9,,,11394
Perrozo,43.117827,-4.550800,CABEZÓN DE LIÉBANA,NGBE,2.1.4,,,13671
Pesaguero,43.077018,-4.538930,PESAGUERO,NGBE,2.1.4,,,13672
Pesaguero,43.077018,-4.538930,PESAGUERO,NGBE,2.1.3,,,14355
Pesquera,43.082172,-4.080468,PESQUERA,NGBE,2.1.9,,,3151
Pesquera,43.082172,-4.080468,PESQUERA,NGBE,2.1.3,,,14357
Pesués,43.374651,-4.487797,VAL DE SAN VICENTE,NGBE,2.1.3,,,13299
Pesués,43.374651,-4.487797,VAL DE SAN VICENTE,NGBE,2.1.4,,,13674
Piasca,43.119507,-4.580811,CABEZÓN DE LIÉBANA,NGBE,2.1.4,,,13676
Pido,43.127319,-4.796203,CAMALEÑO,NGBE,2.1.9,,,11533
Pie de Concha,43.123291,-4.064697,BÁRCENA DE PIE DE CONCHA,NGBE,2.1.4,,,13677
Piedrahíta,43.458495,-3.485101,Varios o fuera de Cantabria,NGBE,2.1.9,,,3205
Pieragullano,43.350557,-3.429851,AMPUERO,NGBE,2.1.9,,,11552
Pilas,43.184875,-3.487974,SOBA,NGBE,2.1.4,,,13679
Piñeres,43.243531,-4.560609,PEÑARRUBIA,NGBE,2.1.9,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=Pi%C3%B1eres&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,11560
Pisueña,43.190918,-3.763488,SELAYA,NGBE,2.1.9,,,11569
Población de Abajo,42.842103,-3.927004,VALDERREDIBLE,NGBE,2.1.4,,,13680
Población de Arriba,42.872926,-3.945314,VALDERREDIBLE,NGBE,2.1.4,,,13681
Polanco,43.384595,-4.018353,POLANCO,NGBE,2.1.9,,,3219
Polanco,43.384595,-4.018353,POLANCO,NGBE,2.1.3,,,14370
Polientes,42.805599,-3.940625,VALDERREDIBLE,NGBE,2.1.4,,,13682
Polientes,42.805600,-3.940626,VALDERREDIBLE,NGBE,2.1.3,,,14371
Pollayo,43.088074,-4.663025,VEGA DE LIÉBANA,NGBE,2.1.4,,,13684
Pomaluengo,43.309508,-3.929505,CASTAÑEDA,NGBE,2.1.9,,,3231
Pomaluengo,43.309508,-3.929505,CASTAÑEDA,NGBE,2.1.3,,,14373
Pomar,43.362671,-3.313476,GURIEZO,NGBE,2.1.9,,,11617
Pomares,43.405583,-3.494533,BÁRCENA DE CICERO,NGBE,2.1.6,,,3232
Pondra,43.266113,-3.422728,RAMALES DE LA VICTORIA,NGBE,2.1.6,,,11618
Pontejos,43.407713,-3.799986,MARINA DE CUDEYO,NGBE,2.1.4,,,13685
Pontones,43.421079,-3.683773,RIBAMONTÁN AL MONTE,NGBE,2.1.4,,,13686
Portillo,43.349122,-4.440613,VAL DE SAN VICENTE,NGBE,2.1.9,https://pares.cultura.gob.es/catastro/servlets/ServletController?accion=4&opcionV=3&orden=0&loc=12051&pageNum=1,1749-1753,11640
Posadillo,43.373718,-4.018982,POLANCO,NGBE,2.1.9,,,11659
Posajo Penías,43.259223,-4.055245,SAN FELICES DE BUELNA,NGBE,2.1.9,,,3249
Potes,43.154698,-4.621462,POTES,NGBE,2.1.9,,,3250
Potes,43.154698,-4.621462,POTES,NGBE,2.1.3,,,14378
Pozales,43.098792,-4.117857,SANTIURDE DE REINOSA,Autonómico,2.1.6,,,316332
Pozancos,43.028724,-4.179707,HERMANDAD DE CAMPOO DE SUSO,Autonómico,2.1.6,,,316338
Prases,43.246276,-3.946289,CORVERA DE TORANZO,NGBE,2.1.4,,,13687
Praves,43.412474,-3.600581,HAZAS DE CESTO,NGBE,2.1.4,,,13688
Prellezo,43.386292,-4.448914,VAL DE SAN VICENTE,NGBE,2.1.4,,,13689
Prezanes,43.453490,-3.909791,SANTA CRUZ DE BEZANA,NGBE,2.1.4,,,13690
Primosto,43.388305,-3.471920,BÁRCENA DE CICERO,NGBE,2.1.6,,,3269
Prío,43.365296,-4.497193,VAL DE SAN VICENTE,NGBE,2.1.4,,,13691
Proaño,43.029907,-4.251708,HERMANDAD DE CAMPOO DE SUSO,NGBE,2.1.4,,,13692
Puente Agüero,43.405271,-3.716793,ENTRAMBASAGUAS,NGBE,2.1.9,,,3284
Puente el Arrudo,43.307122,-4.471322,HERRERÍAS,NGBE,2.1.9,,,3355
Puente el Arrudo,43.307122,-4.471322,HERRERÍAS,NGBE,2.1.3,,,14384
Puente Pumar,43.109497,-4.404907,POLACIONES,NGBE,2.1.4,,,13693
Puente San Miguel,43.359664,-4.087224,REOCÍN,NGBE,2.1.4,,,13694
Puente San Miguel,43.359664,-4.087224,REOCÍN,NGBE,2.1.3,,,14386
Puente Viesgo,43.298938,-3.964149,PUENTE VIESGO,NGBE,2.1.4,,,13696
Puente Viesgo,43.298938,-3.964149,PUENTE VIESGO,NGBE,2.1.3,,,14388
Puente-Avíos,43.406677,-4.075806,SUANCES,NGBE,2.1.4,,,13698
Puentenansa,43.255522,-4.405978,RIONANSA,NGBE,2.1.9,,,3390
Puentenansa,43.255522,-4.405978,RIONANSA,NGBE,2.1.3,,,14389
Pujayo,43.125305,-4.085998,BÁRCENA DE PIE DE CONCHA,NGBE,2.1.4,,,13700
Pumalverde,43.335289,-4.253290,UDÍAS,NGBE,2.1.9,,,3406
Pumalverde,43.335289,-4.253290,UDÍAS,NGBE,2.1.3,,,14391
Pumareña,43.183507,-4.582111,CILLORIGO DE LIÉBANA,NGBE,2.1.9,,,11840
Queveda,43.379516,-4.070313,SANTILLANA DEL MAR,NGBE,2.1.4,,,13701
Quijano,43.369689,-3.956605,PIÉLAGOS,NGBE,2.1.4,,,13702
Quijas,43.349915,-4.132812,REOCÍN,NGBE,2.1.4,,,13703
Quintana,43.110498,-4.726248,CAMALEÑO,NGBE,2.1.6,,,3425
Quintana,43.154564,-4.680648,CAMALEÑO,NGBE,2.1.9,,,3430
Quintana,43.014099,-4.047485,CAMPOO DE YUSO,NGBE,2.1.9,,,11928
Quintana,43.182678,-3.568907,SOBA,NGBE,2.1.4,,,13704
Quintana,42.964801,-4.182901,HERMANDAD DE CAMPOO DE SUSO,Autonómico,2.1.6,,,298995
Quintana de Toranzo,43.234314,-3.982605,CORVERA DE TORANZO,NGBE,2.1.4,,,13705
Quintanamanil,43.015076,-3.993714,CAMPOO DE YUSO,NGBE,2.1.4,,,13706
Quintanas Olmo,42.830638,-3.988189,VALDERREDIBLE,NGBE,2.1.9,,,4200
Quintanilla,43.251526,-4.475281,LAMASÓN,NGBE,2.1.9,,,11932
Quintanilla,42.979709,-4.110263,CAMPOO DE ENMEDIO,NGBE,2.1.6,,,14710
Quintanilla de An,42.797486,-3.974184,VALDERREDIBLE,NGBE,2.1.4,,,13707
Quintanilla de Rucandio,42.920561,-3.862028,VALDERREDIBLE,NGBE,2.1.4,,,13708
Rábago,43.304322,-4.453614,HERRERÍAS,NGBE,2.1.4,,,13709
Rada,43.366882,-3.491208,VOTO,NGBE,2.1.4,,,13710
Radillo,43.345485,-4.358029,VALDÁLIGA,NGBE,2.1.6,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=Radillo&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,3434
Ramales de la Victoria,43.256546,-3.464443,RAMALES DE LA VICTORIA,NGBE,2.1.9,,,3435
Ramales de la Victoria,43.256546,-3.464443,RAMALES DE LA VICTORIA,NGBE,2.1.3,,,14404
Ranero,43.356506,-3.296203,GURIEZO,NGBE,2.1.9,,,3437
Rascón,43.332275,-3.390014,AMPUERO,NGBE,2.1.9,,,11947
Rases,43.164307,-4.621094,POTES,NGBE,2.1.9,,,3441
Rasgada,42.837525,-4.051209,VALDERREDIBLE,NGBE,2.1.9,,,11948
Rasillo,43.252502,-3.890686,VILLAFUFRE,NGBE,2.1.4,,,14405
Rasines,43.304644,-3.429124,RASINES,NGBE,2.1.9,,,3442
Rasines,43.304644,-3.429124,RASINES,NGBE,2.1.3,,,14408
Rebollar de Ebro,42.793702,-3.955080,VALDERREDIBLE,NGBE,2.1.4,,,13711
Rebolledo,42.893921,-4.158508,VALDEOLEA,NGBE,2.1.9,,,11954
Redo,43.151489,-4.708313,CAMALEÑO,NGBE,2.1.9,,,11967
Regada,43.324716,-3.366894,AMPUERO,NGBE,2.1.9,,,3452
Regolfo,43.358384,-3.587980,SOLÓRZANO,NGBE,2.1.9,,,12012
Regulanes,43.000764,-4.247439,HERMANDAD DE CAMPOO DE SUSO,Autonómico,2.1.6,,,316344
Regules,43.202697,-3.503477,SOBA,NGBE,2.1.4,,,13712
Rehoyos,43.177917,-3.496519,SOBA,NGBE,2.1.4,,,13713
Reinosa,43.001194,-4.137791,REINOSA,NGBE,2.1.9,,,3467
Reinosa,43.001194,-4.137791,REINOSA,NGBE,2.1.3,,,14413
Reinosilla,42.918141,-4.203478,VALDEOLEA,NGBE,2.1.4,,,13714
Renedo,43.203491,-4.302490,CABUÉRNIGA,NGBE,2.1.9,,,3468
Renedo,43.356114,-3.956450,PIÉLAGOS,NGBE,2.1.9,,,3469
Renedo,43.356114,-3.956450,PIÉLAGOS,NGBE,2.1.4,,,13715
Renedo,42.975708,-4.003113,ROZAS DE VALDEARROYO (LAS),NGBE,2.1.4,,,13716
Renedo,43.203491,-4.302490,CABUÉRNIGA,NGBE,2.1.4,,,13717
Renedo,43.356114,-3.956450,PIÉLAGOS,NGBE,2.1.3,,,14415
Renedo de Bricia,42.922863,-3.840441,VALDERREDIBLE,NGBE,2.1.4,,,13719
Reocín,43.343201,-4.094462,REOCÍN,NGBE,2.1.4,,,13720
Reocín de los Molinos,42.861695,-4.053894,VALDEPRADO DEL RÍO,NGBE,2.1.4,,,13721
Repudio,42.845094,-3.892885,VALDERREDIBLE,NGBE,2.1.4,,,13722
Requejada,43.387878,-4.029786,POLANCO,NGBE,2.1.9,,,12031
Requejo,43.320679,-4.310181,VALDÁLIGA,NGBE,2.1.6,,,12033
Requejo,43.003479,-4.117797,CAMPOO DE ENMEDIO,NGBE,2.1.4,,,13723
Resconorio,43.070679,-3.861085,LUENA,NGBE,2.1.4,,,13724
Retortillo,42.984131,-4.114990,CAMPOO DE ENMEDIO,NGBE,2.1.4,,,13725
Retuerta,43.163879,-3.896302,LUENA,NGBE,2.1.9,,,3474
Revelillas,42.777762,-4.077022,VALDERREDIBLE,NGBE,2.1.4,,,13726
Revilla,43.406309,-3.865784,CAMARGO,NGBE,2.1.9,,,12042
Revilla,43.353881,-3.325012,GURIEZO,NGBE,2.1.4,,,13727
Revilla,43.345564,-3.693758,RIOTUERTO,Autonómico,2.1.6,,,171916
Riancho,43.267700,-3.432493,RAMALES DE LA VICTORIA,NGBE,2.1.6,,,12060
Riaño,43.352163,-3.601769,SOLÓRZANO,NGBE,2.1.4,,,13729
Riaño,43.307454,-3.909072,SANTA MARÍA DE CAYÓN,Autonómico,2.1.6,,,164299
Riaño de Ibio,43.316711,-4.177978,MAZCUERRAS,NGBE,2.1.9,,,12066
Riba,43.281509,-3.563614,RUESGA,NGBE,2.1.4,,,13731
Riba,43.281509,-3.563614,RUESGA,NGBE,2.1.3,,,14427
Riclones,43.283509,-4.458008,RIONANSA,NGBE,2.1.9,,,12074
Rinconeda,43.376264,-4.030468,POLANCO,NGBE,2.1.9,,,3488
Río,43.244507,-4.488221,LAMASÓN,NGBE,2.1.9,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=R%C3%ADo&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,12158
Riocorvo,43.310730,-4.071594,CARTES,NGBE,2.1.9,,,12287
Riolastras,43.381530,-3.548092,Varios o fuera de Cantabria,NGBE,2.1.9,,,3503
Rionegro,43.429503,-3.521296,ESCALANTE,NGBE,2.1.9,,,3504
Riopanero,42.870118,-3.917604,VALDERREDIBLE,NGBE,2.1.4,,,13733
Rioseco,43.252686,-4.410584,RIONANSA,NGBE,2.1.9,,,12291
Rioseco,43.364074,-3.317687,GURIEZO,NGBE,2.1.9,,,12292
Rioseco,43.079101,-4.093994,SANTIURDE DE REINOSA,NGBE,2.1.4,,,13734
Rioturbio,43.363098,-4.315613,COMILLAS,NGBE,2.1.9,,,12293
Rivapluma,43.414053,-3.485278,BÁRCENA DE CICERO,NGBE,2.1.6,,,366
Rivero,43.274786,-4.049944,SAN FELICES DE BUELNA,NGBE,2.1.9,,,3508
Rivero,43.274786,-4.049944,SAN FELICES DE BUELNA,NGBE,2.1.3,,,14435
Rocamundo,42.793885,-3.931216,VALDERREDIBLE,NGBE,2.1.4,,,13735
Rocías,43.264870,-3.591124,ARREDONDO,NGBE,2.1.9,,,3514
Rocillo,43.335082,-3.419493,AMPUERO,NGBE,2.1.9,,,3515
Rocillo,43.315490,-3.427977,RASINES,NGBE,2.1.9,,,3516
Rocillo,43.384595,-3.370111,LIENDO,NGBE,2.1.9,,,3517
Rodezas,43.343872,-4.239990,UDÍAS,NGBE,2.1.9,,,12317
Roiz,43.329141,-4.350287,VALDÁLIGA,NGBE,2.1.4,,,13736
Roiz,43.329141,-4.350287,VALDÁLIGA,NGBE,2.1.3,,,14437
Roza,43.255311,-4.564210,PEÑARRUBIA,NGBE,2.1.9,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=Roza&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,12348
Rozadío,43.223328,-4.386597,RIONANSA,NGBE,2.1.9,,,4222
Rozas,43.216308,-3.490110,SOBA,NGBE,2.1.4,,,13738
Rozas,43.217988,-4.205914,RUENTE,Autonómico,2.1.6,,,316335
Ruanales,42.897096,-3.913210,VALDERREDIBLE,NGBE,2.1.4,,,13739
Rubalcaba,43.324889,-3.743101,LIÉRGANES,NGBE,2.1.6,,,12359
Rubárcena,43.382324,-4.304016,COMILLAS,NGBE,2.1.9,,,4510
Rubayo,43.418688,-3.757229,MARINA DE CUDEYO,NGBE,2.1.4,,,13740
Rubayo,43.418688,-3.757229,MARINA DE CUDEYO,NGBE,2.1.3,,,14441
Rucandio,43.342528,-3.721189,RIOTUERTO,NGBE,2.1.9,,,12367
Rucandio de Bricia,42.907471,-3.867982,VALDERREDIBLE,NGBE,2.1.4,,,13742
Rudagüera,43.360901,-4.150513,ALFOZ DE LLOREDO,NGBE,2.1.4,,,13743
Rueda,43.404113,-3.480709,BÁRCENA DE CICERO,NGBE,2.1.6,,,3531
Ruente,43.259152,-4.267401,RUENTE,NGBE,2.1.9,,,3532
Ruente,43.259152,-4.267401,RUENTE,NGBE,2.1.3,,,14443
Ruerrero,42.832093,-3.904299,VALDERREDIBLE,NGBE,2.1.4,,,13744
Ruijas,42.820497,-3.918215,VALDERREDIBLE,NGBE,2.1.4,,,13745
Ruilobuca,43.374695,-4.257690,RUILOBA,NGBE,2.1.9,,,12377
Rumoroso,43.386474,-3.997010,POLANCO,NGBE,2.1.9,,,12383
Saja,43.144607,-4.286886,TOJOS (LOS),NGBE,2.1.4,,,13749
Salarzón,43.187723,-4.571528,CILLORIGO DE LIÉBANA,NGBE,2.1.9,,,12402
Salceda,43.079895,-4.458313,POLACIONES,NGBE,2.1.4,,,13750
Salcedo,42.828492,-3.949526,VALDERREDIBLE,NGBE,2.1.4,,,13751
Salces,43.006897,-4.168823,HERMANDAD DE CAMPOO DE SUSO,NGBE,2.1.4,,,13752
Salto del Oso,43.250475,-3.460552,RAMALES DE LA VICTORIA,NGBE,2.1.6,,,3537
Sámano,43.358703,-3.229003,CASTRO-URDIALES,NGBE,2.1.4,,,13753
San Andrés,43.421325,-3.538874,BÁRCENA DE CICERO,NGBE,2.1.6,,,3540
San Andrés,43.117920,-4.536621,CABEZÓN DE LIÉBANA,NGBE,2.1.9,,,3541
San Andrés,42.804321,-4.157897,VALDERREDIBLE,NGBE,2.1.4,,,13754
San Andrés,43.117920,-4.536621,CABEZÓN DE LIÉBANA,NGBE,2.1.4,,,13755
San Andrés,42.912524,-4.084700,VALDEPRADO DEL RÍO,NGBE,2.1.4,,,13756
San Andrés de Luena,43.110108,-3.900391,LUENA,NGBE,2.1.6,,,3539
San Andrés de Luena,43.110108,-3.900391,LUENA,NGBE,2.1.4,,,13758
San Andrés de Valdelomar,42.804321,-4.157897,VALDERREDIBLE,NGBE,2.1.9,,,12433
San Antonio,43.453248,-3.629299,BAREYO,Autonómico,2.1.6,,,134434
San Bartolomé de los Montes,43.323730,-3.485777,VOTO,NGBE,2.1.4,,,13759
San Bartolomé de Meruelo,43.435728,-3.597101,MERUELO,NGBE,2.1.9,,,12435
San Cristóbal,43.192322,-4.077209,ARENAS DE IGUÑA,NGBE,2.1.4,,,13760
San Cristóbal,42.830872,-4.123901,VALDERREDIBLE,NGBE,2.1.4,,,13761
San Esteban,43.372085,-4.124120,REOCÍN,NGBE,2.1.6,,,12436
San Esteban,43.372085,-4.124120,REOCÍN,NGBE,2.1.4,,,13762
San Juan,43.215271,-3.461972,SOBA,NGBE,2.1.4,,,13764
San Juan de Raicedo,43.190918,-4.044678,ARENAS DE IGUÑA,NGBE,2.1.4,,,13765
San Mamés,43.113281,-4.435730,POLACIONES,NGBE,2.1.4,,,13766
San Mamés de Aras,43.357482,-3.508725,VOTO,NGBE,2.1.4,,,13767
San Mamés de Meruelo,43.445921,-3.565180,MERUELO,NGBE,2.1.9,,,12449
San Martín,43.197509,-3.555174,SOBA,NGBE,2.1.4,,,13769
San Martín,43.259283,-3.877636,VILLAFUFRE,NGBE,2.1.3,,,14464
San Martín de Elines,42.831300,-3.862612,VALDERREDIBLE,NGBE,2.1.4,,,13773
San Martín de Hoyos,42.931904,-4.153777,VALDEOLEA,NGBE,2.1.4,,,13774
San Martín de Quevedo,43.135315,-4.040527,MOLLEDO,NGBE,2.1.6,,,3557
San Martín de Quevedo,43.135315,-4.040527,MOLLEDO,NGBE,2.1.4,,,13772
San Martín de Toranzo,43.220092,-3.931519,SANTIURDE DE TORANZO,NGBE,2.1.4,,,13775
San Martín de Valdelomar,42.796692,-4.146606,VALDERREDIBLE,NGBE,2.1.4,,,13776
San Mateo,43.271911,-4.078796,CORRALES DE BUELNA (LOS),NGBE,2.1.9,,,12458
San Miguel,43.306091,-4.106079,CARTES,NGBE,2.1.9,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=San%20Miguel&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,12462
San Miguel de Aguayo,43.056492,-4.024847,SAN MIGUEL DE AGUAYO,NGBE,2.1.4,,,13777
San Miguel de Aguayo,43.056492,-4.024847,SAN MIGUEL DE AGUAYO,NGBE,2.1.3,,,14470
San Miguel de Aras,43.328125,-3.507627,VOTO,NGBE,2.1.4,,,13779
San Miguel de Luena,43.094300,-3.902222,LUENA,NGBE,2.1.4,,,13780
San Miguel de Luena,43.094300,-3.902222,LUENA,NGBE,2.1.3,,,14472
San Miguel de Meruelo,43.455519,-3.575297,MERUELO,NGBE,2.1.9,,,3563
San Miguel de Meruelo,43.455519,-3.575297,MERUELO,NGBE,2.1.3,,,14473
San Pantaleón de Aras,43.344482,-3.496274,VOTO,NGBE,2.1.4,,,13782
San Pedro,43.180481,-4.566895,CILLORIGO DE LIÉBANA,NGBE,2.1.9,,,12468
San Pedro,43.218689,-3.529295,SOBA,NGBE,2.1.4,,,13783
San Pedro de las Baheras,43.352722,-4.527702,VAL DE SAN VICENTE,NGBE,2.1.4,,,13784
San Pedro de Rudagüera,43.360901,-4.150513,ALFOZ DE LLOREDO,NGBE,2.1.6,,,343
San Pedro del Romeral,43.115549,-3.818827,SAN PEDRO DEL ROMERAL,NGBE,2.1.9,,,3571
San Pedro del Romeral,43.115549,-3.818827,SAN PEDRO DEL ROMERAL,NGBE,2.1.3,,,14478
San Pelayo,43.404113,-3.490902,BÁRCENA DE CICERO,NGBE,2.1.6,,,3574
San Pelayo,43.156128,-4.684021,CAMALEÑO,NGBE,2.1.9,,,12469
San Román,43.304686,-3.911682,SANTA MARÍA DE CAYÓN,NGBE,2.1.9,,,12473
San Román,43.470092,-3.858399,SANTANDER,NGBE,2.1.4,,,13785
San Roque,43.396334,-4.148758,ALFOZ DE LLOREDO,NGBE,2.1.6,https://pares.cultura.gob.es/catastro/servlets/ServletController?accion=4&opcionV=3&orden=0&loc=11580&pageNum=1,1749-1753,12476
San Roque de Riomiera,43.234889,-3.702134,SAN ROQUE DE RIOMIERA,NGBE,2.1.3,,,14481
San Salvador,43.355462,-4.372094,VALDÁLIGA,NGBE,2.1.6,https://pares.cultura.gob.es/catastro/servlets/ServletController?accion=4&opcionV=3&orden=0&loc=10767&pageNum=1,1749-1753,12478
San Salvador,43.393126,-3.801390,MEDIO CUDEYO,NGBE,2.1.4,,,13786
San Sebastián,43.177674,-4.598877,CILLORIGO DE LIÉBANA,NGBE,2.1.5,,,3582
San Sebastián,43.177674,-4.598877,CILLORIGO DE LIÉBANA,NGBE,2.1.4,,,13787
San Sebastián de Garabandal,43.200928,-4.423401,RIONANSA,NGBE,2.1.4,,,13789
San Vicente de la Barquera,43.384391,-4.401847,SAN VICENTE DE LA BARQUERA,NGBE,2.1.9,,,3584
San Vicente de la Barquera,43.384391,-4.401847,SAN VICENTE DE LA BARQUERA,NGBE,2.1.3,,,14485
San Vicente de León,43.178528,-4.093811,ARENAS DE IGUÑA,NGBE,2.1.4,,,13790
San Vicente de Toranzo,43.212626,-3.939233,CORVERA DE TORANZO,NGBE,2.1.4,,,13791
San Vicente de Toranzo,43.212626,-3.939233,CORVERA DE TORANZO,NGBE,2.1.3,,,14486
San Vicente del Monte,43.287109,-4.305786,VALDÁLIGA,NGBE,2.1.4,,,13793
San Vitores,43.366514,-3.763426,MEDIO CUDEYO,NGBE,2.1.9,,,4225
San Vitores,42.878479,-4.100891,VALDEPRADO DEL RÍO,NGBE,2.1.4,,,13794
Sancibrián,43.460876,-3.887025,SANTA CRUZ DE BEZANA,NGBE,2.1.4,,,13795
Sangas,43.169677,-3.512205,SOBA,NGBE,2.1.4,,,13796
Santa Águeda,43.200500,-4.036987,ARENAS DE IGUÑA,NGBE,2.1.4,,,13797
Santa Ana,43.370483,-4.333313,VALDÁLIGA,NGBE,2.1.6,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=Santa%20Ana&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,12498
Santa Cruz,43.166408,-4.042199,MOLLEDO,NGBE,2.1.9,,,3592
Santa Cruz,43.371887,-3.328307,GURIEZO,NGBE,2.1.9,,,12503
